Vehicle_Index,Maintenance_Probability,Vehicle_Health_Score,Health_Status,Priority,Recommended_Action,Recommendation,Risk_Level,Priority_Rank
12340,0.1073,89.27,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15875,0.1073,89.27,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23764,0.1073,89.27,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3226,0.1072,89.28,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6615,0.1072,89.28,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8796,0.1072,89.28,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9040,0.1072,89.28,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9046,0.1072,89.28,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
14059,0.1072,89.28,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21988,0.1072,89.28,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3640,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4262,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9158,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9369,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13806,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16949,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
18219,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21778,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22696,0.1071,89.29,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3335,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5799,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8945,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9173,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
12985,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16642,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21792,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23908,0.107,89.3,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
958,0.1069,89.31,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3071,0.1069,89.31,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8673,0.1069,89.31,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
12595,0.1069,89.31,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17037,0.1069,89.31,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20293,0.1069,89.31,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4750,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4845,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5168,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7198,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11848,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
14585,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15678,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19709,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20171,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23305,0.1068,89.32,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4373,0.1067,89.33,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15591,0.1067,89.33,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
18682,0.1067,89.33,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19148,0.1067,89.33,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21155,0.1067,89.33,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23266,0.1067,89.33,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1396,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1774,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3914,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9239,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11567,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
14843,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15498,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21094,0.1066,89.34,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4781,0.1065,89.35,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4857,0.1065,89.35,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6175,0.1065,89.35,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23884,0.1065,89.35,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23890,0.1065,89.35,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2166,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3593,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4669,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5640,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7240,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7775,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7793,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10812,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11864,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
12852,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19397,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23509,0.1064,89.36,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4444,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7132,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7685,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8982,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10448,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
12879,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13914,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15242,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15769,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15791,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16454,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19657,0.1063,89.37,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1152,0.1062,89.38,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2569,0.1062,89.38,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8763,0.1062,89.38,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11827,0.1062,89.38,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
14331,0.1062,89.38,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1950,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3961,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6820,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7741,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15239,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
18788,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20980,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22956,0.1061,89.39,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4770,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6432,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7630,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7780,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8456,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11555,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
12309,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
12426,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17121,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17135,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19295,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22061,0.106,89.4,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2541,0.1059,89.41,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4467,0.1059,89.41,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10185,0.1059,89.41,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11860,0.1059,89.41,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16217,0.1059,89.41,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17570,0.1059,89.41,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8691,0.1058,89.42,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10764,0.1058,89.42,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13591,0.1058,89.42,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
14265,0.1058,89.42,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
17321,0.1058,89.42,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22296,0.1058,89.42,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22434,0.1058,89.42,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
114,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2860,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5692,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9194,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9547,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
12685,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16868,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22730,0.1057,89.43,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3781,0.1056,89.44,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8010,0.1056,89.44,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10955,0.1056,89.44,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
11020,0.1056,89.44,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19993,0.1056,89.44,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
22076,0.1056,89.44,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6541,0.1055,89.45,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6755,0.1055,89.45,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13295,0.1055,89.45,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
18640,0.1055,89.45,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19098,0.1055,89.45,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
800,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
4625,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7114,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8070,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
9900,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
10324,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20673,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23891,0.1054,89.46,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3146,0.1053,89.47,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6415,0.1053,89.47,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7399,0.1053,89.47,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20808,0.1053,89.47,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
822,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1847,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
3560,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
8354,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13938,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16596,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19847,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
20412,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
21452,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
23795,0.1052,89.48,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
6557,0.1051,89.49,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
18762,0.1051,89.49,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1322,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1916,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2518,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
2641,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
5141,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
7949,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13228,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
13933,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
14285,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16151,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
16317,0.105,89.5,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
1848,0.1049,89.51,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
15232,0.1049,89.51,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
19243,0.1049,89.51,Excellent,ROUTINE,Continue normal preventive maintenance.,"Vehicle health is excellent. Continue regular servicing, inspections, and monitoring.",Very Low,5
