Vehicle_Index,Actual_Need_Maintenance,Predicted_Need_Maintenance,Maintenance_Probability,Vehicle_Health_Score,Health_Status
20671,1,1,0.9645,3.55,Critical
20672,1,0,0.4358,56.42,Fair
20673,0,0,0.1054,89.46,Excellent
20674,0,0,0.1328,86.72,Excellent
20675,1,1,0.6008,39.92,Poor
20676,0,0,0.1229,87.71,Excellent
20677,0,0,0.1656,83.44,Excellent
20678,0,0,0.078,92.2,Excellent
20679,1,1,0.7197,28.03,Poor
20680,0,0,0.1434,85.66,Excellent
20681,0,0,0.1165,88.35,Excellent
20682,0,0,0.1123,88.77,Excellent
20683,1,1,0.6037,39.63,Poor
20684,1,1,0.8525,14.75,Critical
20685,0,0,0.095,90.5,Excellent
20686,0,0,0.1841,81.59,Excellent
20687,1,1,0.9231,7.69,Critical
20688,1,1,0.8858,11.42,Critical
20689,0,0,0.1783,82.17,Excellent
20690,1,1,0.8485,15.15,Critical
20691,0,0,0.1388,86.12,Excellent
20692,1,1,0.76,24.0,Poor
20693,0,0,0.2093,79.07,Good
20694,0,0,0.1511,84.89,Excellent
20695,0,0,0.1022,89.78,Excellent
20696,1,1,0.942,5.8,Critical
20697,0,0,0.0758,92.42,Excellent
20698,1,1,0.8605,13.95,Critical
20699,1,1,0.829,17.1,Critical
20700,1,1,0.891,10.9,Critical
20701,0,0,0.278,72.2,Good
20702,1,1,0.9204,7.96,Critical
20703,1,1,0.9221,7.79,Critical
20704,1,1,0.5642,43.58,Fair
20705,1,1,0.9469,5.31,Critical
20706,0,0,0.0458,95.42,Excellent
20707,0,0,0.2562,74.38,Good
20708,1,1,0.8587,14.13,Critical
20709,0,0,0.0771,92.29,Excellent
20710,1,1,0.7577,24.23,Poor
20711,1,1,0.9856,1.44,Critical
20712,0,0,0.1326,86.74,Excellent
20713,1,1,0.786,21.4,Poor
20714,0,0,0.1685,83.15,Excellent
20715,0,1,0.5279,47.21,Fair
20716,1,1,0.769,23.1,Poor
20717,0,0,0.146,85.4,Excellent
20718,1,1,0.7655,23.45,Poor
20719,1,1,0.5109,48.91,Fair
20720,0,0,0.2091,79.09,Good
20721,1,1,0.8969,10.31,Critical
20722,0,0,0.147,85.3,Excellent
20723,0,0,0.2358,76.42,Good
20724,0,0,0.073,92.7,Excellent
20725,1,1,0.8259,17.41,Critical
20726,0,0,0.1087,89.13,Excellent
20727,1,0,0.4468,55.32,Fair
20728,1,1,0.8686,13.14,Critical
20729,1,1,0.7596,24.04,Poor
20730,1,1,0.6238,37.62,Poor
20731,1,1,0.7579,24.21,Poor
20732,1,1,0.8801,11.99,Critical
20733,1,1,0.8655,13.45,Critical
20734,1,1,0.8688,13.12,Critical
20735,0,0,0.1319,86.81,Excellent
20736,0,0,0.0774,92.26,Excellent
20737,0,0,0.1457,85.43,Excellent
20738,0,0,0.1392,86.08,Excellent
20739,1,1,0.9499,5.01,Critical
20740,0,0,0.1803,81.97,Excellent
20741,0,0,0.1139,88.61,Excellent
20742,0,0,0.095,90.5,Excellent
20743,0,0,0.0741,92.59,Excellent
20744,1,1,0.8905,10.95,Critical
20745,0,0,0.1338,86.62,Excellent
20746,1,1,0.9244,7.56,Critical
20747,1,0,0.4273,57.27,Fair
20748,0,0,0.1002,89.98,Excellent
20749,1,1,0.9084,9.16,Critical
20750,1,1,0.9261,7.39,Critical
20751,1,1,0.9027,9.73,Critical
20752,1,1,0.8459,15.41,Critical
20753,0,0,0.3063,69.37,Good
20754,0,0,0.2932,70.68,Good
20755,1,1,0.9484,5.16,Critical
20756,0,0,0.0492,95.08,Excellent
20757,1,1,0.6491,35.09,Poor
20758,1,0,0.4157,58.43,Fair
20759,0,0,0.1283,87.17,Excellent
20760,0,0,0.1095,89.05,Excellent
20761,0,0,0.1017,89.83,Excellent
20762,0,0,0.0943,90.57,Excellent
20763,1,1,0.9345,6.55,Critical
20764,0,0,0.078,92.2,Excellent
20765,1,1,0.9063,9.37,Critical
20766,0,0,0.0585,94.15,Excellent
20767,1,1,0.8741,12.59,Critical
20768,1,1,0.6418,35.82,Poor
20769,0,0,0.0684,93.16,Excellent
20770,1,1,0.5985,40.15,Fair
20771,1,1,0.9418,5.82,Critical
20772,0,0,0.168,83.2,Excellent
20773,1,1,0.8648,13.52,Critical
20774,1,1,0.7314,26.86,Poor
20775,1,1,0.957,4.3,Critical
20776,0,0,0.0941,90.59,Excellent
20777,1,1,0.8738,12.62,Critical
20778,1,1,0.9247,7.53,Critical
20779,1,1,0.8287,17.13,Critical
20780,0,0,0.1032,89.68,Excellent
20781,0,0,0.2124,78.76,Good
20782,1,1,0.8664,13.36,Critical
20783,1,1,0.8757,12.43,Critical
20784,1,1,0.8758,12.42,Critical
20785,1,1,0.8298,17.02,Critical
20786,0,0,0.1171,88.29,Excellent
20787,1,1,0.9043,9.57,Critical
20788,0,0,0.0722,92.78,Excellent
20789,1,1,0.9076,9.24,Critical
20790,0,0,0.1628,83.72,Excellent
20791,1,1,0.874,12.6,Critical
20792,0,0,0.1031,89.69,Excellent
20793,1,1,0.8794,12.06,Critical
20794,0,0,0.0859,91.41,Excellent
20795,0,0,0.4642,53.58,Fair
20796,0,0,0.122,87.8,Excellent
20797,0,0,0.0778,92.22,Excellent
20798,0,0,0.1274,87.26,Excellent
20799,0,0,0.2528,74.72,Good
20800,0,0,0.3576,64.24,Good
20801,1,1,0.8431,15.69,Critical
20802,0,0,0.0676,93.24,Excellent
20803,0,0,0.2117,78.83,Good
20804,1,1,0.8415,15.85,Critical
20805,0,0,0.4931,50.69,Fair
20806,1,1,0.7316,26.84,Poor
20807,0,0,0.0845,91.55,Excellent
20808,0,0,0.1053,89.47,Excellent
20809,0,0,0.0654,93.46,Excellent
20810,0,0,0.1707,82.93,Excellent
20811,1,1,0.9632,3.68,Critical
20812,0,0,0.2378,76.22,Good
20813,0,0,0.1093,89.07,Excellent
20814,0,1,0.6012,39.88,Poor
20815,1,1,0.7875,21.25,Poor
20816,0,0,0.1129,88.71,Excellent
20817,1,1,0.8535,14.65,Critical
20818,0,0,0.078,92.2,Excellent
20819,1,1,0.9001,9.99,Critical
20820,0,0,0.3438,65.62,Good
20821,1,1,0.8441,15.59,Critical
20822,1,1,0.9863,1.37,Critical
20823,0,0,0.0431,95.69,Excellent
20824,0,0,0.0883,91.17,Excellent
20825,1,0,0.4139,58.61,Fair
20826,0,0,0.0771,92.29,Excellent
20827,0,0,0.2207,77.93,Good
20828,1,1,0.5932,40.68,Fair
20829,0,0,0.3691,63.09,Good
20830,0,0,0.1383,86.17,Excellent
20831,0,0,0.0469,95.31,Excellent
20832,0,0,0.1426,85.74,Excellent
20833,0,0,0.2993,70.07,Good
20834,1,1,0.6397,36.03,Poor
20835,1,1,0.7185,28.15,Poor
20836,1,1,0.945,5.5,Critical
20837,0,0,0.1317,86.83,Excellent
20838,1,1,0.9833,1.67,Critical
20839,0,0,0.1953,80.47,Excellent
20840,0,0,0.1921,80.79,Excellent
20841,0,0,0.1026,89.74,Excellent
20842,1,1,0.8855,11.45,Critical
20843,0,0,0.0509,94.91,Excellent
20844,1,0,0.4539,54.61,Fair
20845,1,1,0.8841,11.59,Critical
20846,1,1,0.9181,8.19,Critical
20847,1,1,0.7189,28.11,Poor
20848,1,1,0.6709,32.91,Poor
20849,1,1,0.9183,8.17,Critical
20850,1,1,0.8803,11.97,Critical
20851,0,0,0.0813,91.87,Excellent
20852,0,0,0.1517,84.83,Excellent
20853,1,1,0.7819,21.81,Poor
20854,1,1,0.9733,2.67,Critical
20855,0,0,0.4067,59.33,Fair
20856,0,0,0.101,89.9,Excellent
20857,0,0,0.1085,89.15,Excellent
20858,1,0,0.4706,52.94,Fair
20859,0,0,0.0744,92.56,Excellent
20860,0,0,0.0635,93.65,Excellent
20861,0,0,0.0488,95.12,Excellent
20862,1,1,0.5734,42.66,Fair
20863,1,1,0.8813,11.87,Critical
20864,1,1,0.9359,6.41,Critical
20865,0,0,0.0915,90.85,Excellent
20866,0,0,0.3476,65.24,Good
20867,1,1,0.7401,25.99,Poor
20868,0,0,0.3586,64.14,Good
20869,0,0,0.2009,79.91,Good
20870,1,1,0.903,9.7,Critical
20871,0,0,0.0998,90.02,Excellent
20872,0,0,0.1926,80.74,Excellent
20873,1,1,0.8236,17.64,Critical
20874,0,0,0.3848,61.52,Good
20875,0,0,0.113,88.7,Excellent
20876,1,1,0.9051,9.49,Critical
20877,0,0,0.0857,91.43,Excellent
20878,0,0,0.1123,88.77,Excellent
20879,0,1,0.5066,49.34,Fair
20880,1,1,0.8971,10.29,Critical
20881,1,1,0.9343,6.57,Critical
20882,1,1,0.9715,2.85,Critical
20883,0,0,0.3155,68.45,Good
20884,1,1,0.8644,13.56,Critical
20885,0,0,0.1735,82.65,Excellent
20886,1,1,0.9159,8.41,Critical
20887,1,1,0.9829,1.71,Critical
20888,0,0,0.0914,90.86,Excellent
20889,1,1,0.761,23.9,Poor
20890,1,1,0.859,14.1,Critical
20891,0,0,0.1045,89.55,Excellent
20892,1,1,0.5644,43.56,Fair
20893,0,0,0.1668,83.32,Excellent
20894,1,1,0.9386,6.14,Critical
20895,1,1,0.7787,22.13,Poor
20896,0,0,0.3659,63.41,Good
20897,0,0,0.2239,77.61,Good
20898,0,0,0.1038,89.62,Excellent
20899,1,1,0.7877,21.23,Poor
20900,1,1,0.9789,2.11,Critical
20901,1,1,0.7496,25.04,Poor
20902,0,0,0.1834,81.66,Excellent
20903,1,1,0.9395,6.05,Critical
20904,1,1,0.8666,13.34,Critical
20905,1,1,0.9103,8.97,Critical
20906,1,1,0.8645,13.55,Critical
20907,0,0,0.3509,64.91,Good
20908,0,0,0.1782,82.18,Excellent
20909,1,1,0.9468,5.32,Critical
20910,0,0,0.156,84.4,Excellent
20911,1,1,0.8322,16.78,Critical
20912,0,0,0.2875,71.25,Good
20913,1,1,0.6609,33.91,Poor
20914,1,1,0.6457,35.43,Poor
20915,1,1,0.9367,6.33,Critical
20916,1,1,0.9087,9.13,Critical
20917,0,1,0.5488,45.12,Fair
20918,1,1,0.9449,5.51,Critical
20919,1,1,0.8156,18.44,Critical
20920,0,0,0.2718,72.82,Good
20921,0,0,0.1492,85.08,Excellent
20922,1,1,0.7808,21.92,Poor
20923,0,1,0.5013,49.87,Fair
20924,1,1,0.7471,25.29,Poor
20925,1,1,0.8284,17.16,Critical
20926,1,1,0.6878,31.22,Poor
20927,0,1,0.645,35.5,Poor
20928,0,0,0.2703,72.97,Good
20929,1,1,0.6857,31.43,Poor
20930,1,1,0.6654,33.46,Poor
20931,1,1,0.8095,19.05,Critical
20932,0,0,0.0491,95.09,Excellent
20933,1,1,0.6693,33.07,Poor
20934,0,0,0.0556,94.44,Excellent
20935,0,0,0.1183,88.17,Excellent
20936,0,0,0.1086,89.14,Excellent
20937,0,0,0.1282,87.18,Excellent
20938,1,1,0.8709,12.91,Critical
20939,0,0,0.1388,86.12,Excellent
20940,1,1,0.8438,15.62,Critical
20941,1,1,0.9413,5.87,Critical
20942,1,1,0.6727,32.73,Poor
20943,0,0,0.162,83.8,Excellent
20944,0,0,0.115,88.5,Excellent
20945,0,0,0.0643,93.57,Excellent
20946,1,1,0.5121,48.79,Fair
20947,0,0,0.4144,58.56,Fair
20948,1,1,0.9282,7.18,Critical
20949,1,1,0.6507,34.93,Poor
20950,0,0,0.1736,82.64,Excellent
20951,1,1,0.9712,2.88,Critical
20952,1,1,0.9245,7.55,Critical
20953,0,0,0.2442,75.58,Good
20954,0,0,0.0817,91.83,Excellent
20955,0,0,0.305,69.5,Good
20956,1,1,0.9131,8.69,Critical
20957,1,1,0.9857,1.43,Critical
20958,0,0,0.0518,94.82,Excellent
20959,1,1,0.9352,6.48,Critical
20960,1,1,0.8749,12.51,Critical
20961,0,0,0.1553,84.47,Excellent
20962,1,1,0.8893,11.07,Critical
20963,1,1,0.9209,7.91,Critical
20964,1,1,0.9487,5.13,Critical
20965,1,1,0.8408,15.92,Critical
20966,1,1,0.5713,42.87,Fair
20967,1,1,0.9168,8.32,Critical
20968,0,0,0.1181,88.19,Excellent
20969,1,1,0.9045,9.55,Critical
20970,1,1,0.9215,7.85,Critical
20971,1,1,0.567,43.3,Fair
20972,0,0,0.2718,72.82,Good
20973,0,0,0.096,90.4,Excellent
20974,0,0,0.0993,90.07,Excellent
20975,0,0,0.1603,83.97,Excellent
20976,0,0,0.2424,75.76,Good
20977,0,0,0.2813,71.87,Good
20978,1,1,0.9582,4.18,Critical
20979,0,0,0.1315,86.85,Excellent
20980,0,0,0.1061,89.39,Excellent
20981,1,1,0.8613,13.87,Critical
20982,0,0,0.1324,86.76,Excellent
20983,1,1,0.8314,16.86,Critical
20984,1,1,0.7888,21.12,Poor
20985,1,1,0.9152,8.48,Critical
20986,1,1,0.7516,24.84,Poor
20987,0,0,0.1426,85.74,Excellent
20988,0,0,0.2151,78.49,Good
20989,1,1,0.8701,12.99,Critical
20990,0,0,0.0409,95.91,Excellent
20991,0,0,0.072,92.8,Excellent
20992,0,0,0.137,86.3,Excellent
20993,1,1,0.9255,7.45,Critical
20994,0,0,0.1542,84.58,Excellent
20995,0,0,0.0509,94.91,Excellent
20996,0,0,0.0375,96.25,Excellent
20997,1,0,0.4675,53.25,Fair
20998,0,0,0.126,87.4,Excellent
20999,1,1,0.7388,26.12,Poor
21000,0,0,0.1445,85.55,Excellent
21001,0,0,0.0554,94.46,Excellent
21002,0,0,0.1173,88.27,Excellent
21003,1,1,0.8731,12.69,Critical
21004,0,0,0.1569,84.31,Excellent
21005,0,0,0.1334,86.66,Excellent
21006,0,0,0.0959,90.41,Excellent
21007,1,1,0.9058,9.42,Critical
21008,0,0,0.2038,79.62,Good
21009,1,1,0.9361,6.39,Critical
21010,0,0,0.1131,88.69,Excellent
21011,1,1,0.8289,17.11,Critical
21012,0,0,0.1244,87.56,Excellent
21013,1,1,0.711,28.9,Poor
21014,0,0,0.2938,70.62,Good
21015,1,1,0.6251,37.49,Poor
21016,1,1,0.9802,1.98,Critical
21017,0,0,0.1251,87.49,Excellent
21018,0,0,0.1193,88.07,Excellent
21019,0,0,0.1648,83.52,Excellent
21020,1,1,0.6458,35.42,Poor
21021,0,0,0.1242,87.58,Excellent
21022,1,1,0.9274,7.26,Critical
21023,1,1,0.995,0.5,Critical
21024,1,1,0.7363,26.37,Poor
21025,1,1,0.9143,8.57,Critical
21026,1,1,0.8249,17.51,Critical
21027,1,1,0.9014,9.86,Critical
21028,1,1,0.8534,14.66,Critical
21029,1,1,0.7176,28.24,Poor
21030,0,0,0.1676,83.24,Excellent
21031,0,0,0.1846,81.54,Excellent
21032,1,1,0.9471,5.29,Critical
21033,0,0,0.1899,81.01,Excellent
21034,0,0,0.1807,81.93,Excellent
21035,1,1,0.6772,32.28,Poor
21036,0,0,0.2255,77.45,Good
21037,0,0,0.1908,80.92,Excellent
21038,0,0,0.1901,80.99,Excellent
21039,0,0,0.1177,88.23,Excellent
21040,1,1,0.9805,1.95,Critical
21041,0,0,0.1472,85.28,Excellent
21042,0,0,0.3686,63.14,Good
21043,0,0,0.2152,78.48,Good
21044,0,0,0.1022,89.78,Excellent
21045,0,1,0.5113,48.87,Fair
21046,1,1,0.9498,5.02,Critical
21047,0,0,0.0334,96.66,Excellent
21048,0,0,0.173,82.7,Excellent
21049,1,1,0.9,10.0,Critical
21050,0,0,0.3417,65.83,Good
21051,1,1,0.9307,6.93,Critical
21052,0,0,0.2527,74.73,Good
21053,0,0,0.0799,92.01,Excellent
21054,1,1,0.8096,19.04,Critical
21055,1,1,0.9466,5.34,Critical
21056,1,1,0.9302,6.98,Critical
21057,1,1,0.9106,8.94,Critical
21058,0,0,0.0795,92.05,Excellent
21059,1,1,0.7755,22.45,Poor
21060,1,1,0.7162,28.38,Poor
21061,0,0,0.1969,80.31,Excellent
21062,1,1,0.825,17.5,Critical
21063,0,0,0.2729,72.71,Good
21064,0,0,0.3554,64.46,Good
21065,1,1,0.8439,15.61,Critical
21066,1,1,0.8084,19.16,Critical
21067,1,1,0.9583,4.17,Critical
21068,0,0,0.1764,82.36,Excellent
21069,0,0,0.2492,75.08,Good
21070,1,1,0.8146,18.54,Critical
21071,1,1,0.8703,12.97,Critical
21072,0,0,0.1241,87.59,Excellent
21073,0,0,0.0972,90.28,Excellent
21074,0,0,0.1478,85.22,Excellent
21075,1,1,0.8463,15.37,Critical
21076,0,0,0.1354,86.46,Excellent
21077,1,1,0.8069,19.31,Critical
21078,0,0,0.0981,90.19,Excellent
21079,1,1,0.9915,0.85,Critical
21080,1,1,0.9534,4.66,Critical
21081,1,1,0.9005,9.95,Critical
21082,1,1,0.5068,49.32,Fair
21083,0,0,0.1019,89.81,Excellent
21084,1,1,0.7746,22.54,Poor
21085,1,1,0.8822,11.78,Critical
21086,0,0,0.0833,91.67,Excellent
21087,0,0,0.1183,88.17,Excellent
21088,0,0,0.0661,93.39,Excellent
21089,0,0,0.1847,81.53,Excellent
21090,1,1,0.9689,3.11,Critical
21091,1,1,0.7589,24.11,Poor
21092,0,0,0.0409,95.91,Excellent
21093,1,1,0.808,19.2,Critical
21094,0,0,0.1066,89.34,Excellent
21095,1,1,0.8424,15.76,Critical
21096,1,1,0.9887,1.13,Critical
21097,0,0,0.1234,87.66,Excellent
21098,1,1,0.6139,38.61,Poor
21099,1,1,0.94,6.0,Critical
21100,0,0,0.1421,85.79,Excellent
21101,0,0,0.0936,90.64,Excellent
21102,1,1,0.9562,4.38,Critical
21103,1,1,0.9187,8.13,Critical
21104,0,0,0.1347,86.53,Excellent
21105,1,1,0.6669,33.31,Poor
21106,0,0,0.0477,95.23,Excellent
21107,1,1,0.8646,13.54,Critical
21108,1,1,0.7813,21.87,Poor
21109,1,1,0.9004,9.96,Critical
21110,0,0,0.0672,93.28,Excellent
21111,1,1,0.7715,22.85,Poor
21112,0,0,0.2258,77.42,Good
21113,1,1,0.9283,7.17,Critical
21114,0,0,0.0999,90.01,Excellent
21115,1,1,0.7706,22.94,Poor
21116,0,0,0.1558,84.42,Excellent
21117,1,1,0.6172,38.28,Poor
21118,0,0,0.1095,89.05,Excellent
21119,1,1,0.9095,9.05,Critical
21120,1,1,0.872,12.8,Critical
21121,1,1,0.817,18.3,Critical
21122,1,1,0.9072,9.28,Critical
21123,0,0,0.1665,83.35,Excellent
21124,0,0,0.1637,83.63,Excellent
21125,0,0,0.0795,92.05,Excellent
21126,0,0,0.2925,70.75,Good
21127,1,1,0.958,4.2,Critical
21128,1,1,0.7355,26.45,Poor
21129,1,1,0.923,7.7,Critical
21130,0,0,0.0602,93.98,Excellent
21131,0,0,0.1736,82.64,Excellent
21132,1,1,0.9716,2.84,Critical
21133,1,1,0.9055,9.45,Critical
21134,0,0,0.3125,68.75,Good
21135,1,1,0.9581,4.19,Critical
21136,0,0,0.3637,63.63,Good
21137,1,1,0.9891,1.09,Critical
21138,0,0,0.213,78.7,Good
21139,1,1,0.922,7.8,Critical
21140,1,1,0.9214,7.86,Critical
21141,1,1,0.9695,3.05,Critical
21142,1,1,0.9268,7.32,Critical
21143,1,1,0.8547,14.53,Critical
21144,1,1,0.5517,44.83,Fair
21145,0,0,0.1428,85.72,Excellent
21146,1,1,0.9079,9.21,Critical
21147,1,1,0.8055,19.45,Critical
21148,0,0,0.1299,87.01,Excellent
21149,0,0,0.0781,92.19,Excellent
21150,1,1,0.9873,1.27,Critical
21151,1,1,0.8827,11.73,Critical
21152,0,0,0.2914,70.86,Good
21153,1,1,0.9708,2.92,Critical
21154,0,0,0.2397,76.03,Good
21155,0,0,0.1067,89.33,Excellent
21156,0,0,0.124,87.6,Excellent
21157,1,1,0.9578,4.22,Critical
21158,0,0,0.1131,88.69,Excellent
21159,1,1,0.9363,6.37,Critical
21160,1,1,0.9236,7.64,Critical
21161,1,1,0.5676,43.24,Fair
21162,0,0,0.0231,97.69,Excellent
21163,0,0,0.0462,95.38,Excellent
21164,1,1,0.7125,28.75,Poor
21165,0,0,0.17,83.0,Excellent
21166,0,0,0.0506,94.94,Excellent
21167,1,1,0.6616,33.84,Poor
21168,0,0,0.1904,80.96,Excellent
21169,1,1,0.8702,12.98,Critical
21170,1,1,0.9142,8.58,Critical
21171,0,0,0.4659,53.41,Fair
21172,0,0,0.1397,86.03,Excellent
21173,0,0,0.0894,91.06,Excellent
21174,0,0,0.1886,81.14,Excellent
21175,1,1,0.9349,6.51,Critical
21176,1,1,0.8119,18.81,Critical
21177,0,0,0.0971,90.29,Excellent
21178,1,1,0.8361,16.39,Critical
21179,1,1,0.6638,33.62,Poor
21180,1,1,0.914,8.6,Critical
21181,0,0,0.087,91.3,Excellent
21182,1,1,0.9774,2.26,Critical
21183,0,0,0.1261,87.39,Excellent
21184,0,0,0.1459,85.41,Excellent
21185,0,0,0.2576,74.24,Good
21186,1,1,0.6176,38.24,Poor
21187,0,0,0.2061,79.39,Good
21188,1,1,0.8497,15.03,Critical
21189,0,0,0.1839,81.61,Excellent
21190,1,1,0.7777,22.23,Poor
21191,1,1,0.7675,23.25,Poor
21192,0,0,0.1659,83.41,Excellent
21193,1,1,0.8961,10.39,Critical
21194,1,1,0.818,18.2,Critical
21195,1,1,0.9941,0.59,Critical
21196,0,0,0.1513,84.87,Excellent
21197,1,1,0.8338,16.62,Critical
21198,0,0,0.1044,89.56,Excellent
21199,0,0,0.0746,92.54,Excellent
21200,1,1,0.8555,14.45,Critical
21201,1,1,0.639,36.1,Poor
21202,1,1,0.9342,6.58,Critical
21203,0,0,0.1741,82.59,Excellent
21204,1,1,0.8024,19.76,Critical
21205,0,0,0.3352,66.48,Good
21206,1,1,0.7112,28.88,Poor
21207,0,0,0.3018,69.82,Good
21208,1,1,0.518,48.2,Fair
21209,1,1,0.8645,13.55,Critical
21210,0,0,0.3641,63.59,Good
21211,1,1,0.9025,9.75,Critical
21212,0,0,0.2299,77.01,Good
21213,1,1,0.8543,14.57,Critical
21214,1,1,0.8714,12.86,Critical
21215,1,1,0.588,41.2,Fair
21216,1,1,0.9086,9.14,Critical
21217,1,1,0.8428,15.72,Critical
21218,1,1,0.8734,12.66,Critical
21219,0,0,0.077,92.3,Excellent
21220,1,1,0.9918,0.82,Critical
21221,0,0,0.1233,87.67,Excellent
21222,1,1,0.8541,14.59,Critical
21223,0,0,0.1233,87.67,Excellent
21224,0,0,0.0935,90.65,Excellent
21225,1,1,0.9373,6.27,Critical
21226,0,0,0.1336,86.64,Excellent
21227,0,0,0.2375,76.25,Good
21228,1,1,0.8914,10.86,Critical
21229,0,0,0.0597,94.03,Excellent
21230,1,1,0.9367,6.33,Critical
21231,0,0,0.0969,90.31,Excellent
21232,1,1,0.907,9.3,Critical
21233,0,0,0.271,72.9,Good
21234,0,0,0.0956,90.44,Excellent
21235,0,0,0.0808,91.92,Excellent
21236,0,0,0.1373,86.27,Excellent
21237,1,1,0.8,20.0,Poor
21238,1,1,0.94,6.0,Critical
21239,1,1,0.7752,22.48,Poor
21240,0,0,0.3538,64.62,Good
21241,0,0,0.1286,87.14,Excellent
21242,1,1,0.8558,14.42,Critical
21243,0,0,0.1776,82.24,Excellent
21244,1,1,0.9034,9.66,Critical
21245,0,0,0.1389,86.11,Excellent
21246,0,0,0.0903,90.97,Excellent
21247,0,0,0.1637,83.63,Excellent
21248,1,1,0.6427,35.73,Poor
21249,0,0,0.2664,73.36,Good
21250,1,1,0.914,8.6,Critical
21251,1,1,0.7997,20.03,Poor
21252,1,1,0.8768,12.32,Critical
21253,0,0,0.3166,68.34,Good
21254,0,0,0.1577,84.23,Excellent
21255,1,1,0.7353,26.47,Poor
21256,1,0,0.447,55.3,Fair
21257,1,1,0.9062,9.38,Critical
21258,0,0,0.0355,96.45,Excellent
21259,1,1,0.8353,16.47,Critical
21260,1,1,0.8125,18.75,Critical
21261,0,0,0.195,80.5,Excellent
21262,0,0,0.0838,91.62,Excellent
21263,0,0,0.0976,90.24,Excellent
21264,1,1,0.9879,1.21,Critical
21265,0,0,0.0615,93.85,Excellent
21266,0,0,0.1254,87.46,Excellent
21267,1,1,0.9427,5.73,Critical
21268,1,1,0.8803,11.97,Critical
21269,0,0,0.1337,86.63,Excellent
21270,0,0,0.1845,81.55,Excellent
21271,0,0,0.0767,92.33,Excellent
21272,1,1,0.8685,13.15,Critical
21273,0,0,0.1405,85.95,Excellent
21274,0,0,0.0737,92.63,Excellent
21275,1,1,0.8728,12.72,Critical
21276,0,0,0.1097,89.03,Excellent
21277,1,1,0.9504,4.96,Critical
21278,1,1,0.8885,11.15,Critical
21279,1,1,0.8769,12.31,Critical
21280,0,0,0.0761,92.39,Excellent
21281,1,0,0.3354,66.46,Good
21282,1,1,0.7193,28.07,Poor
21283,0,0,0.0767,92.33,Excellent
21284,0,0,0.1208,87.92,Excellent
21285,0,0,0.1447,85.53,Excellent
21286,1,1,0.8619,13.81,Critical
21287,0,0,0.0753,92.47,Excellent
21288,1,1,0.8086,19.14,Critical
21289,1,1,0.9449,5.51,Critical
21290,1,1,0.8852,11.48,Critical
21291,1,1,0.9108,8.92,Critical
21292,0,0,0.2006,79.94,Good
21293,0,0,0.0975,90.25,Excellent
21294,0,0,0.0874,91.26,Excellent
21295,0,0,0.0602,93.98,Excellent
21296,0,0,0.2029,79.71,Good
21297,0,0,0.0882,91.18,Excellent
21298,0,0,0.13,87.0,Excellent
21299,0,0,0.0528,94.72,Excellent
21300,1,1,0.9533,4.67,Critical
21301,1,1,0.989,1.1,Critical
21302,0,0,0.1359,86.41,Excellent
21303,1,1,0.8634,13.66,Critical
21304,1,1,0.9601,3.99,Critical
21305,0,0,0.3933,60.67,Good
21306,0,0,0.212,78.8,Good
21307,1,1,0.755,24.5,Poor
21308,1,1,0.9283,7.17,Critical
21309,1,1,0.8641,13.59,Critical
21310,0,0,0.1155,88.45,Excellent
21311,0,0,0.0999,90.01,Excellent
21312,0,0,0.1334,86.66,Excellent
21313,1,1,0.9819,1.81,Critical
21314,1,1,0.8713,12.87,Critical
21315,1,1,0.7115,28.85,Poor
21316,1,1,0.8651,13.49,Critical
21317,0,0,0.0735,92.65,Excellent
21318,1,1,0.9005,9.95,Critical
21319,0,0,0.2609,73.91,Good
21320,1,1,0.8709,12.91,Critical
21321,1,1,0.9852,1.48,Critical
21322,0,0,0.0929,90.71,Excellent
21323,0,0,0.1448,85.52,Excellent
21324,0,0,0.1135,88.65,Excellent
21325,1,1,0.7832,21.68,Poor
21326,1,0,0.4158,58.42,Fair
21327,0,0,0.0397,96.03,Excellent
21328,0,0,0.3924,60.76,Good
21329,1,1,0.9591,4.09,Critical
21330,0,0,0.2746,72.54,Good
21331,0,0,0.1463,85.37,Excellent
21332,1,1,0.8602,13.98,Critical
21333,0,0,0.1494,85.06,Excellent
21334,1,1,0.8233,17.67,Critical
21335,1,1,0.6208,37.92,Poor
21336,1,1,0.9075,9.25,Critical
21337,1,1,0.9895,1.05,Critical
21338,0,0,0.1551,84.49,Excellent
21339,0,1,0.6456,35.44,Poor
21340,0,0,0.1995,80.05,Excellent
21341,1,1,0.8796,12.04,Critical
21342,1,1,0.7404,25.96,Poor
21343,0,0,0.116,88.4,Excellent
21344,1,1,0.9528,4.72,Critical
21345,0,0,0.1131,88.69,Excellent
21346,0,0,0.1419,85.81,Excellent
21347,0,0,0.0856,91.44,Excellent
21348,0,0,0.1451,85.49,Excellent
21349,1,1,0.9202,7.98,Critical
21350,0,0,0.418,58.2,Fair
21351,1,1,0.5152,48.48,Fair
21352,1,1,0.7624,23.76,Poor
21353,1,1,0.8307,16.93,Critical
21354,1,1,0.9363,6.37,Critical
21355,0,0,0.0851,91.49,Excellent
21356,1,1,0.8716,12.84,Critical
21357,1,1,0.8149,18.51,Critical
21358,0,0,0.2957,70.43,Good
21359,0,0,0.0785,92.15,Excellent
21360,0,0,0.252,74.8,Good
21361,1,1,0.9543,4.57,Critical
